predictor,cm,patch,rationality,comprehensiveness,conciseness,expressiveness
zeroshot-v1,"Style: Update comments in ApplicationIdCacheFig.java This commit updates the comments in the ApplicationIdCacheFig.java file. The changes are not related to any method or class functionality, but rather to the style of the code. No associated issues or pull requests were found for this commit.","File: stack/core/src/main/java/org/apache/usergrid/corepersistence/ApplicationIdCacheFig.java
Status: modified
```diff
@@ -19,16 +19,13 @@
  */
 package org.apache.usergrid.corepersistence;
 
-/**
- * Application id cache fig
- */
 
 import org.safehaus.guicyfig.Default;
 import org.safehaus.guicyfig.GuicyFig;
 import org.safehaus.guicyfig.Key;
 
 /**
- * The config for the entity cache
+ * Application id cache fig
  */
 public interface ApplicationIdCacheFig extends GuicyFig {
 
```",3,2,3,4
zeroshot-v1,"Refactor: Update getAttributeNames method in RealPathModule This commit updates the getAttributeNames method in the RealPathModule class. Previously, the method was returning an iterator of the attribute names of the RequestURIModule. Now, it returns an iterator of the attribute names of the RealPathModule. This change improves the structure of the code without changing its behavior.","File: src/java/org/apache/cocoon/components/modules/input/RealPathModule.java
Status: modified
```diff
@@ -33,7 +33,7 @@
  * running in a .war file), <code>null</code> will be returned.
  *
  * @author <a href=""mailto:jefft@apache.org"">Jeff Turner</a>
- * @version CVS $Id: RealPathModule.java,v 1.3 2004/03/05 13:02:48 bdelacretaz Exp $
+ * @version CVS $Id$
  */
 
 /*
@@ -59,7 +59,7 @@
  */
 public class RealPathModule extends AbstractInputModule implements ThreadSafe {
 
-    final static Vector returnNames;
+    private final static Vector returnNames;
     static {
         Vector tmp = new Vector();
         tmp.add(""realPath"");
@@ -79,7 +79,7 @@ public Object getAttribute( String name, Configuration modeConf, Map objectModel
 
     public Iterator getAttributeNames( Configuration modeConf, Map objectModel ) throws ConfigurationException {
 
-        return RequestURIModule.returnNames.iterator();
+        return RealPathModule.returnNames.iterator();
     }
 
 
```",3,3,2,4
zeroshot-v1,fix npe in setArtifactResolutionResult,"File: maven-core/src/main/java/org/apache/maven/execution/DefaultMavenExecutionResult.java
Status: modified
```diff
@@ -29,6 +29,7 @@
 import org.apache.maven.reactor.MavenExecutionException;
 
 import java.util.ArrayList;
+import java.util.Collections;
 import java.util.List;
 
 /** @author Jason van Zyl */
@@ -83,7 +84,7 @@ public MavenExecutionResult setArtifactResolutionResult( ArtifactResolutionResul
 
     public List getExceptions()
     {
-        return exceptions;
+        return exceptions == null ? Collections.EMPTY_LIST : exceptions;
     }
 
     public MavenExecutionResult addExtensionScanningException( ExtensionScanningException e )
@@ -147,7 +148,7 @@ private void addException( Throwable t )
 
     public boolean hasExceptions()
     {
-        return (( exceptions != null ) && ( exceptions.size() > 0 ) );
+        return !getExceptions().isEmpty();
     }
 
     public ReactorManager getReactorManager()
```",3,2,3,3
zeroshot-v1,"Fix: Add validity check in validate() method This commit modifies the validate() method in FormComponent.java to include an additional check for validity before proceeding with the conversion of the input. This change ensures that only valid and required inputs are converted, improving the robustness of the input validation process.","File: jdk-1.4/wicket/src/main/java/org/apache/wicket/markup/html/form/FormComponent.java
Status: modified
```diff
@@ -1024,7 +1024,7 @@ public final void validate()
 		{
 			convertInput();
 
-			if (isRequired() && getConvertedInput() == null)
+			if (isValid() && isRequired() && getConvertedInput() == null)
 			{
 				reportRequiredError();
 			}
```",3,3,2,3
zeroshot-v1,Typo in a comment,"File: test/org/apache/catalina/startup/TestContextConfigAnnotation.java
Status: modified
```diff
@@ -151,7 +151,7 @@ public void testDuplicateMapping() throws Exception {
             config.processAnnotationsFile(pFile, webxml);
             fail();
         } catch (IllegalArgumentException ex) {
-            // ingore
+            // ignore
         }
         ServletDef servletDef = webxml.getServlets().get(""param"");
         assertNull(servletDef);
@@ -235,7 +235,7 @@ public void testDuplicateFilterMapping() throws Exception {
             config.processAnnotationsFile(pFile, webxml);
             fail();
         } catch (IllegalArgumentException ex) {
-            // ingore
+            // ignore
         }
         FilterDef filterDef = webxml.getFilters().get(""paramD"");
         assertNull(filterDef);
```",2,1,3,3
zeroshot-v1,add 😅 to ConnectionManager,"File: server/openejb-client/src/main/java/org/apache/openejb/client/ConnectionManager.java
Status: modified
```diff
@@ -29,6 +29,7 @@ public class ConnectionManager {
 
         factories.register(""default"", ejbdFactory);
         factories.register(""ejbd"", ejbdFactory);
+        factories.register(""ejbds"", ejbdFactory);
 
         HttpConnectionFactory httpFactory = new HttpConnectionFactory();
         factories.register(""http"", httpFactory);
```",2,1,2,3
zeroshot-v1,Add a more informative error msg,"File: modules/tomcat/src/java/org/apache/geronimo/tomcat/ValveGBean.java
Status: modified
```diff
@@ -54,9 +54,8 @@ public ValveGBean(String className, Map initParams, ValveGBean nextValve) throws
         
         if (nextValve != null){
             if (!(nextValve.getInternalObject() instanceof Valve)){
-                throw new IllegalArgumentException(""className cannot be null."");                
+                throw new IllegalArgumentException(""The class given as the NextValve attribute does not wrap an object of org.apache.catalina.Valve type."");                
             }
-            
             this.nextValve = nextValve;
         } else {
             this.nextValve = null;
```",2,1,2,3
zeroshot-v1,[hotfix][tests] Rename DefaultDeclarativeSlotPoolTest.testOfferingTooManySlots into testOfferingTooManySlotsWillRejectSuperfluousSlots,"File: flink-runtime/src/test/java/org/apache/flink/runtime/jobmaster/slotpool/DefaultDeclarativeSlotPoolTest.java
Status: modified
```diff
@@ -195,7 +195,7 @@ public void testDuplicateSlotOfferings() throws InterruptedException {
     }
 
     @Test
-    public void testOfferingTooManySlots() {
+    public void testOfferingTooManySlotsWillRejectSuperfluousSlots() {
         final NewSlotsService notifyNewSlots = new NewSlotsService();
         final DefaultDeclarativeSlotPool slotPool =
                 createDefaultDeclarativeSlotPoolWithNewSlotsListener(notifyNewSlots);
```",3,3,2,4
zeroshot-v1,fix flaky test,"File: stack/core/src/test/java/org/usergrid/persistence/cassandra/util/TraceTagUnitTest.java
Status: modified
```diff
@@ -31,6 +31,6 @@ public void createAttachDetach() throws Exception {
         taggedOpTimer.stop(timedOpTag,""op-tag-name"",true);
         assertTrue(timedOpTag.getElapsed() >= 500);
         assertEquals(timedOpTag, traceTag.iterator().next());
-
+        traceTagManager.detach();
     }
 }
```",2,1,1,2
zeroshot-v1,Refactor: Update `createEngine` and `getEngine` methods in `ScriptFunction.java` This commit updates the `createEngine` method in `ScriptFunction.java` to be non-static and removes the language parameter. The `getEngine` method is also updated to call the new version of `createEngine`. These changes improve the structure of the code without changing its behavior.,"File: jena-arq/src/main/java/org/apache/jena/sparql/function/scripting/ScriptFunction.java
Status: modified
```diff
@@ -111,12 +111,11 @@ public NodeValue exec(List<NodeValue> args) {
         }
     }
 
-
     private Invocable getEngine() {
         Pool<Invocable> pool = enginePools.computeIfAbsent(lang, key -> PoolSync.create(new PoolBase<>()));
         Invocable engine = pool.get();
         if (engine == null) {
-            engine = createEngine(lang);
+            engine = createEngine();
         }
         return engine;
     }
@@ -125,7 +124,7 @@ private void recycleEngine(Invocable engine) {
         enginePools.get(lang).put(engine);
     }
 
-    private static Invocable createEngine(String lang) {
+    private Invocable createEngine() {
         ScriptEngine engine = scriptEngineManager.getEngineByName(lang);
         if (engine == null) {
             throw new ExprBuildException(""Unknown scripting language: "" + lang);
```",3,3,3,4
zeroshot-v1,Fix FindBugs and Eclipse warnings,"File: java/org/apache/catalina/manager/JMXProxyServlet.java
Status: modified
```diff
@@ -52,8 +52,8 @@ public class JMXProxyServlet extends HttpServlet  {
     /**
      * MBean server.
      */
-    protected MBeanServer mBeanServer = null;
-    protected Registry registry;
+    protected transient MBeanServer mBeanServer = null;
+    protected transient Registry registry;
 
     // --------------------------------------------------------- Public Methods
     /**
@@ -227,8 +227,8 @@ public void listBeans( PrintWriter writer, String qry )
                         ExceptionUtils.handleThrowable(t);
                     }
                 }
-            } catch (Exception e) {
-                // Ignore
+            } catch (Throwable t) {
+                ExceptionUtils.handleThrowable(t);
             }
             writer.println();
         }
@@ -269,7 +269,13 @@ private void appendHead( StringBuilder sb, String value, int start, int end) {
         sb.append( value.substring(pos,end));
     }
 
-    public boolean isSupported( String type ) {
+    /**
+     * Determines if a type is supported by the {@link JMXProxyServlet}.
+     * 
+     * @param type  The type to check
+     * @return      Always returns <code>true</code>
+     */
+    public boolean isSupported(String type) {
         return true;
     }
 }
```",3,2,3,3
zeroshot-v1,omit zero counts from compaction merge summary,"File: src/java/org/apache/cassandra/db/compaction/CompactionTask.java
Status: modified
```diff
@@ -261,8 +261,11 @@ protected void runWith(File sstableDirectory) throws Exception
         Map<Integer, Long> mergedRows = new HashMap<Integer, Long>();
         for (int i = 0; i < counts.length; i++)
         {
-            int rows = i + 1;
             long count = counts[i];
+            if (count == 0)
+                continue;
+
+            int rows = i + 1;
             totalSourceRows += rows * count;
             mergeSummary.append(String.format(""%d:%d, "", rows, count));
             mergedRows.put(rows, count);
```",3,2,3,4
zeroshot-v1,use a jdbc name for JDBCSampler,"File: src/protocol/jdbc/org/apache/jmeter/protocol/jdbc/sampler/JDBCSampler.java
Status: modified
```diff
@@ -37,6 +37,7 @@
 import org.apache.jmeter.samplers.Entry;
 import org.apache.jmeter.samplers.SampleResult;
 import org.apache.jmeter.testbeans.TestBean;
+import org.apache.jmeter.util.JMeterUtils;
 import org.apache.jorphan.collections.Data;
 import org.apache.jorphan.logging.LoggingManager;
 import org.apache.log.Logger;
@@ -50,7 +51,10 @@
 public class JDBCSampler extends AbstractSampler implements TestBean {
 	private static final Logger log = LoggingManager.getLoggerForClass();
 
-	private static final int MAX_ENTRIES = 200;
+	// This value is used for both the connection (perConnCache) and statement (preparedStatementMap) caches.
+	// TODO - do they have to be the same size?
+	private static final int MAX_ENTRIES = 
+		JMeterUtils.getPropDefault(""jdbcsampler.cachesize"",200); // $NON-NLS-1$
 
 	private static final Map mapJdbcNameToInt;
 
```",3,2,3,4
